逆説,[ぎゃくせつ],◎,1550.1,"【名词】
1.反论。（通常の把握に反する形で、事の真相を表そうとする言説。「善人なおもて往生をとぐ、いわんや悪人をや」の類。）
2.似非而是的论点。（〔論〕 相互に矛盾する命題がともに帰結し得ること。また、その命題。）
",,
虐待,[ぎゃくたい],◎,1551.1,"【名·他动词·サ变/三类】
1.虐待。
","捕虜を虐待しない。
不虐待俘虏。",1551.2
逆転,[ぎゃくてん],◎,1552.1,"【名·自他·サ变/三类】
1.反转，倒转，逆转。
2.倒过来，反过来；倒退；恶化。
3.（飞机的）空中翻跟头。
","戦局を逆転させる。
使战局逆转。",1552.2
脚本,[きゃくほん],◎,1553.1,"【名词】
1.脚本，剧本。
","脚本にする。
写成剧本。",1553.2
客観,[きゃっかん],◎,1554.1,"【名词】
1.客观。（主観の認識·行為の対象となるもの。特定の認識作用や関心を越えた一般的もの。）
","客観情勢。
客观形势。",1554.2
休暇,[きゅうか],◎,1555.1,"【名词】
1.休假，除公休日以外的学校、政府、公司企业等规定的假期。
","一週間の休暇をとる。
请一个星期的假。",1555.2
救急,[きゅうきゅう],◎,1556.1,"【名词】
1.急救;痛苦貌
","病人が危篤状態にある場合にはそれなりの救急措置をとる。
病人如陷入危笃状态，要进行适当的抢救。",1556.2
窮屈,[きゅうくつ],①,1557.1,"【形容动词/ナ形容词】
1.窄小，狭窄；瘦小，紧。
2.感觉受拘束，发拘；不舒畅，不自由。
3.缺乏通融性；死板。
","窮屈な部屋。
窄小的房间。",1557.2
休憩,[きゅうけい],◎,1558.1,"【自动词·サ变/三类】
1.休息，歇。（休む。）
","一段落したところで休憩しよう。
告一段落时歇一会儿吧。",1558.2
急激,[きゅうげき],◎,1559.1,"【形容动词/ナ形容词】
1.急剧。
","容態は急激に悪化した。
病情急剧恶化。",1559.2
急行,[きゅうこう],◎,1560.1,"【自动词·サ变/三类】
1.急往，急趋；快车。
【名词】
1.快速列车。
","事故現場に急行する。
急赴事故现场。",1560.2
休講,[きゅうこう],◎,1561.1,"【名·自动词·サ变/三类】
1.（教师）停止讲课，停课。
","今日の二時間目の講義は休講だ。
今天的第二堂课停课了。",1561.2
休止,[きゅうし],◎,1562.1,"【名·自他·サ变/三类】
1.休止，停止，停歇，停顿。
","操業を一時休止する。
暂时停工。",1562.2
休日,[きゅうじつ],◎,1563.1,"【名词】
1.休息日，假日。
","休日を思い切りたのしむ。
假日尽情玩乐。",1563.2
吸収,[きゅうしゅう],◎,1564.1,"【名·他动词·サ变/三类】
1.吸取，引进。
2.吸入。
","植物は根から養分を吸収する。
植物从根部吸收养分。",1564.2
急所,[きゅうしょ],③或◎,1565.1,"【名词】
1.弱点，疼处。
2.要害，要点，关键，事物最重要的部分。
3.要害，致命处，一旦被击中或受伤会危及性命的身体重要部位。
","弾は急所に命中した。
子弹射中了要害。",1565.2
救助,[きゅうじょ],①,1566.1,"【名·他动词·サ变/三类】
1.救助，搭救，拯救，抢救，救护，救济。
","人命を救助する。
救命。",1566.2
急進,[きゅうしん],◎,1567.1,"【名词】
1.【自动·三类】 ;急进，冒进。（急いで進むこと。また、理想を実現しようとして、変革を急ぐこと。）
","彼らはあまりに急進的だ。
他们过于急进。",1567.2
旧跡,[きゅうせき],◎或①,1568.1,"【名词】
1.古迹。（歴史上の事件や事物のあった場所。）
2.同：旧蹟
","名所旧跡を訪ね歩く。
游览名胜古迹。",1568.2
急増,[きゅうぞう],◎,1569.1,"【名·自动词·サ变/三类】
1.剧增，猛增，骤增，陡增。（急に数量がふえること。）
","進学希望者が急増した。
要升学的人猛增。",1569.2
急速,[きゅうそく],◎,1570.1,"【名·形容动词/ナ形容词】
1.迅速，快速。
","問題の急速な解決は望めそうにない。
看来不能期待问题迅速解决。",1570.2
及第,[きゅうだい],◎,1571.1,"【自动词·サ变/三类】
1.考中，考上，合格。（試験に合格すること。）
","試験に及第した。
考试及格了。",1571.2
窮地,[きゅうち],①,1572.1,"【名词】
1.穷境，困境，窘境。（追い詰められて逃げ場のない苦しい状態や立ち場。）
","なんとか窮地を脱した。
好容易摆脱了困境。",1572.2
急場,[きゅうば],◎,1573.1,"【名词】
1.紧急场合，紧急情况；紧迫，危急。（さし迫って、すぐになんとかしなければならない場面。）
","それだけ金があればどうにか急場はしのげるだろう。
只要有这些钱，好歹就能应付过去。",1573.2
急病,[きゅうびょう],◎,1574.1,"【名词】
1.急病。
","急病にかかる。
患急病。",1574.2
給与,[きゅうよ],①,1575.1,"【名词】
1.工资、津贴等的总称。
【名·他动词·サ变/三类】
1.支给（金钱、物品），支给的金钱或物品。
","職員全部に制服を給与する。
供给全体职员制服。",1575.2
休養,[きゅうよう],◎,1576.1,"【名·自动词·サ变/三类】
1.【自サ】 ;休养。（きたるべき活動に備え、勤め·仕事などをしばらく休み、心身の疲れをいやすこと。）
","田舎で休養する。
在乡下休养。",1576.2
給料,[きゅうりょう],①,1577.1,"【名词】
1.工资，薪金，薪水。
","給料が安い。
工资低。",1577.2
清い,[きよい],②,1578.1,"【形容词/イ形容词】
1.清澈，不混浊。
2.纯洁，洁白。
3.纯洁，清白，清纯。无涉物欲、肉欲。
4.干净，痛快。干脆而爽快。
","谷川の清い水で口をすすぐ。
用山涧的清水漱口。",1578.2
今日1,[こんじつ],,1579.1,"【名词】
1.今天。
2.同：こんにち
",,
今日2,[こんにち],①,1580.1,"【名词】
1.今日，今天。（本日。このひ。きょう。）
2.现在，现今，如今，近来，最近，现代。（近頃。この頃。現代。〕
3.“现今”“如今”は比較的長い時間について用いる。
","今日は開館日です。
今天开馆。",1580.2
今日3,[きょうび],①,1581.1,"【名词】
1.近来。最近。现在。这年头。（きょうこのごろ。こんにち。いまどき。）
","今日珍しい美談だ。
这年头少见的美谈。",1581.2
今日4,[きょう],①,1582.1,"【名词】
1.今天，今日，今儿，本日。
2.某年、某周的同一天。
","今日の夕刊。
今天的晚报。",1582.2
器用,[きよう],①,1583.1,"【形容动词/ナ形容词】
1.巧，灵巧；精巧。
2.巧妙，精明。
","手先が器用だ。
手巧。",1583.2
脅威,[きょうい],①,1584.1,"【名词】
1.威胁，胁迫。
","敵フォワードの駿足は我がチームの脅威だ。
敌队前锋的腿快，对我队是个威胁。",1584.2
教育,[きょういく],◎,1585.1,"【名·他动词·サ变/三类】
1.学校教育。
2.教养。
3.文化程度。
","彼女は子供の教育に熱心だ。
她对孩子的教育很热心。",1585.2
強化,[きょうか],①或◎,1586.1,"【名·他动词·サ变/三类】
1.【他动·三类】 ;强化，加强（強くすること。さらに強めること）。
","組織を強化する。
加强组织。",1586.2
境界1,[けいかい],◎,1587.1,"【名词】
1.境界；边界。
2.きょうかい（境界）
3.同：経界
",,
境界2,[きょうかい],◎,1588.1,"【名词】
1.境界，疆界，边界。
2.同：彊界
","境界線。
边界线。",1588.2
境界3,[きょうがい],◎,1589.1,"【名词】
1.〈仏〉（前世因缘造成，不以个人意识为转移的）境遇。（果報として各自が受ける境遇。）
2.遭遇，身分。（その人の置かれた状況。境涯。）
",,
協会,[きょうかい],◎,1590.1,"【名词】
1.协会。由为某种目的而集聚的会员协作组织并维持的团体。（ある目的のために集まった会員が協力して組織し、維持していく団体。）
","協会を组織する。
组织协会。",1590.2
教会,[きょうかい],◎,1591.1,"【名词】
1.教会，教堂。
",,
教科書,[きょうかしょ],③,1592.1,"【名词】
1.教科书，课本。
",,
共感,[きょうかん],◎,1593.1,"【名·自动词·サ变/三类】
1.同感，共鸣。
","私はその説に大いに共感した。
我对那个说法大有同感。",1593.2
競技,[きょうぎ],①,1594.1,"【名·自动词·サ变/三类】
1.比赛，大项。
2.体育比赛。
","陸上競技。
田径赛。",1594.2
協議,[きょうぎ],①或③,1595.1,"【名词】
1.协议，商议，协商，磋商。
","皆で協議する。
大家共同协商。",1595.2
行儀,[ぎょうぎ],◎,1596.1,"【名词】
1.（日常生活中的）言谈举止；（用「行儀よく～」）有礼貌地，规规矩矩地。
","あの子は行儀がいい。
那个孩子有礼貌（很规矩）。",1596.2
供給,[きょうきゅう],◎,1597.1,"【名·他动词·サ变/三类】
1.供给，供应。
","市場に物資を供給する。
向市场供应物资。",1597.2
境遇,[きょうぐう],◎或③,1598.1,"【名词】
1.境遇，处境，环境，遭遇。（その人の置かれた環境や身辺の諸事情·身の上·境涯·）
","彼はどんな境遇にあっても明るさを失わない。
他在任何处境中也不失明朗。",1598.2
教訓,[きょうくん],◎,1599.1,"【名·他动词·サ变/三类】
1.教训。
","師の教訓に従う。
遵从师训。",1599.2
狂言,[きょうげん],◎或③,1600.1,"【名词】
1.狂言。（日本の伝統芸能の一。）
2.歌舞伎G狂言，歌舞伎剧G。〔歌舞伎狂言。〕
3.诡计，骗局。（人を欺くために仕組むたくらみ。お芝居。）
4.戏言，诨语。（道理にはずれた言葉や行為。たわごと。）
",,
恐慌,[きょうこう],◎,1601.1,"【自动词·サ变/三类】
1.恐慌，惶恐。〔恐れあわてること。〕
2.经济恐慌，经济危机。〔経済パニック。〕
","彼の証言で関係者たちは恐慌をきたしている。
由于他的证言，有关的人惊恐万状。",1601.2
強行,[きょうこう],◎,1602.1,"【名·他动词·サ变/三类】
1.强行，硬干。
","住民の反対を押し切って測量を強行する。
不顾居民的反对强行测量。",1602.2
教材,[きょうざい],◎,1603.1,"【名词】
1.教材。（教育目的を達成するために、児童·生徒の学習に供する素材。カリキュラムまたは単元を構成する内容そのものをさすこともある。）
","小説を教材にする。
把小说当作教材。",1603.2
教師,[きょうし],①,1604.1,"【名词】
1.教师，教员，老师。
2.传教士。
","彼は数学の教師をしている。
他现在当数学教员。",1604.2
行事,[ぎょうじ],①或③,1605.1,"【名词】
1.仪式；活动。
","盛り沢山な行事。
内容非常多的活动。",1605.2
教授,[きょうじゅ],◎或①,1606.1,"【名·他动词·サ变/三类】
1.教，教授，教学，讲授。
【名词】
1.教授。
","外国語の教授をする。
教外语。",1606.2
恐縮,[きょうしゅく],◎,1607.1,"【名·形容动词/ナ形容词·自动词·サ变/三类】
1.惶恐，不好意思，惭愧。
2.因恐惧身体缩成一团。
","彼は過ちを指摘されて大いに恐縮した。
他由于被人指出错误，深感羞愧。",1607.2
強制,[きょうせい],◎,1608.1,"【名·他动词·サ变/三类】
1.强制，强迫。
",,
行政,[ぎょうせい],◎,1609.1,"【名词】
1.与司法、立法并行的国家作用之一。（国家作用の一つ。）
2.根据法律、政令等而执行的政务。（内閣以下の国の機関または公共団体が法律·政令その他法規の範囲内で行う政務。）
","行政処分を受ける。
接受行政处分。",1609.2
業績,[ぎょうせき],◎,1610.1,"【名词】
1.业绩，成就。
","業績が著しく上った。
业绩有了显著的增进。",1610.2
競争,[きょうそう],◎,1611.1,"【名·自他·サ变/三类】
1.竞争，竞赛。
","どちらが駆けるのが速いか競争しよう。
看谁跑得快，咱们比比。",1611.2
競走,[きょうそう],◎,1612.1,"【名·自动词·サ变/三类】
1.【自サ】 ;赛跑。（一定の距離を走ってその速さをきそうこと。）
","100メートル競走。
百米赛跑。",1612.2
兄弟1,[きょうだい],①,1613.1,"【惯用句】
1.（1）兄弟は左右の手。／兄弟手足情。
【名词】
1.兄弟。（同じ親から生まれた者。）
2.姐夫，妹夫，弟妹，嫂子。（結婚などの結果、同じ人を親とする関係になった者。）
3.盟兄弟。（入門や組入りなどで、兄弟同様の関係にある人。）
4.哥们。（男同士が親しんで呼ぶ称。）
","僕には兄弟がない。
我没有兄弟。",1613.2
兄弟2,[けいてい],◎,1614.1,"【惯用句】
1.（1）兄弟垣にせめぐ。／兄弟阋于墙。
【名词】
1.兄弟。（兄と弟。）
",,
境地,[きょうち],①,1615.1,"【名词】
1.环境，处境。（ある人が置かれている立場や身辺の事情。）
2.境界，心境。（心の状態。悟りを得た心境。）
",,
強調,[きょうちょう],◎,1616.1,"【名·他动词·サ变/三类】
1.强调，极力主张。
","教育の必要性を強調する。
强调教育的必要性。",1616.2
協調,[きょうちょう],◎,1617.1,"【名·自动词·サ变/三类】
1.协调，合作。
","協調的精神。
合作精神。",1617.2
共通,[きょうつう],◎,1618.1,"【名·形容动词/ナ形容词·自动词·サ变/三类】
1.共通，共通。
","共通の言葉。
共同语言。",1618.2
郷土,[きょうど],①,1619.1,"【名词】
1.乡土，故乡。〔生まれ育った土地。〕
2.乡间，地方。〔いなか。〕
",,
共同,[きょうどう],◎,1620.1,"【名·自动词·サ变/三类】
1.两个以上的人合力办事。（二人以上の物が力をあわせること。）
2.两个以上的人在同等资格、同等条件下作同样的事情。（二人以上の物が同一の資格でかかわること。）
","井戸を共同で使う。
共同使用井。",1620.2
脅迫,[きょうはく],◎,1621.1,"【名·他动词·サ变/三类】
1.胁迫，威胁，威逼，恫吓，恐吓。
","ピストルで脅迫する。
拿手枪恫吓。",1621.2
恐怖,[きょうふ],①或◎,1622.1,"【名·自动词·サ变/三类】
1.恐惧，恐怖。（恐ろしく感じること。）
","恐怖におののく。
吓得发抖。胆战心惊。",1622.2
興味,[きょうみ],①,1623.1,"【名词】
1.兴趣，兴味，兴致；兴头；兴会。
","私は歴史に興味をもっている。
我对历史感兴趣。",1623.2
業務,[ぎょうむ],①,1624.1,"【名词】
1.业务，工作。（日常継続して行われる職業上の仕事。）
","業務を拡張する。
发展业务。",1624.2
共鳴,[きょうめい],◎,1625.1,"【名·自动词·サ变/三类】
1.共鸣，共振，谐振。
2.感情产生共鸣，同情，同感。
",,
教養,[きょうよう],◎,1626.1,"【名词】
1.教育。（教え育てること。）
2.修养；教养；文化；学识；素养。（学問·芸術などにより人間性·知性を磨き高めること。その基礎となる文化的内容·知識·振舞い方などは時代や民族の文化理念の変遷に応じて異なる。知識·品位。）
","教養を身につける。
修养。学习文化。",1626.2
郷里,[きょうり],①,1627.1,"【名词】
1.乡里，故乡，家乡，老家。（自分の生まれ育った所。故郷。ふるさと。むらざと。いなか。）
","郷里へ帰る。
回乡。",1627.2
協力,[きょうりょく],◎,1628.1,"【名·自动词·サ变/三类】
1.协力，协作，合作，共同努力。
","平和のために協力する。
为和平而共同努力。",1628.2
行列,[ぎょうれつ],◎,1629.1,"【自动词·サ变/三类】
1.行列，队伍；阵，矩阵；究其本源，在军队里“行”指纵列，“伍”指横列。现在也有“两人成伍，三人成行”的说法。
","デモの行列。
示威游行的队伍。",1629.2
虚栄,[きょえい],◎,1630.1,"【名词】
1.虚荣。（実質が伴わないのに、見せかけだけ人によく見られようとすること。みえ。）
","虚栄を張る。
好虚荣。",1630.2
許可,[きょか],①,1631.1,"【名·他动词·サ变/三类】
1.法令禁止的行为予以准许，批准，在特定条件下对一般受解禁的行政行为。
2.许可，允许，批准。
","許可なくして撮影を禁ず。
未经许可禁止摄影。",1631.2
曲1,[くま],②,1632.1,"【名词】
1.窝；弯。（（川や道などの）折れ曲がって入りくんだ所。）
2.阴暗处。（奥まった隅の所。物陰の暗い所。）
3.黑眼圈；阴影。（濃い色や陰の部分。陰影。）
4.同：隈、阿
",,
曲3,[きょく],①或◎,1633.1,"【名词】
1.曲调，曲子。
2.歪曲，不正。
3.趣味，风趣。
","曲線。
曲线。",1633.2
曲4,[こうじ],◎,1634.1,"【名词】
1.曲子。（蒸した穀類·ぬかなどに麹菌を適当に繁殖させたもの。）
","麹菌。
曲霉菌。",1634.2
曲芸,[きょくげい],②或◎,1635.1,"【名词】
1.杂技。（常人にはできないような離れ業。また、各種の道具や鳥獣などを意のままに動かす芸。軽業(かるわざ)。アクロバット。）
",,
曲折,[きょくせつ],◎,1636.1,"【自动词·サ变/三类】
1.弯曲，曲折。（曲がりくねること。折れ曲がること。）
2.错综复杂。（物事がさまざまに入り組んで変化をすること。また、込み入った事情。）
","道はいくえにも曲折している。
道路弯弯曲曲。",1636.2
曲線,[きょくせん],◎,1637.1,"【名词】
1.曲线。
","ボールが曲線を描いて飛んで行った。
球呈一条曲线飞过去了。",1637.2
極端,[きょくたん],③,1638.1,"【名·形容动词/ナ形容词】
1.极限；极端。
","それはあまりに極端な例だ。
那是个过于极端的例子。",1638.2
巨人,[きょじん],◎,1639.1,"【名词】
1.神话，传说中身材魁梧的人。
2.泰斗。伟人。
",,
御する,[ぎょする],②,1640.1,"【他动词·サ变/三类】
1.驾御。（馬や馬車を巧みに扱う。）
2.驾御，控制，摆弄，支配。（他人を自分の思い通りに動かす。）
",,
拒絶,[きょぜつ],◎,1641.1,"【名·他动词·サ变/三类】
1.拒绝。
","我々の要求は手きびしい拒絶にあった。
我们的要求遭到严词拒绝。",1641.2
拠点,[きょてん],◎或①,1642.1,"【名词】
1.据点，基地；［よりどころ］依据。（いろいろな活動をするための足場となる重要なところ。）
","重要な軍事拠点。
重要的军事据点。",1642.2
去年,[きょねん],①,1643.1,"【名词】
1.去年。
","作柄は去年並だ。
收成与去年差不多。",1643.2
拒否,[きょひ],①,1644.1,"【名·他动词·サ变/三类】
1.拒绝，否决。
","面会を拒否する。
拒绝会面。",1644.2
虚無,[きょむ],①,1645.1,"【名词】
1.虚无。（とらわれる何ものも無いこと。また、人生·世の中のむなしさを意識すること。）
","虚無感におそわれる。
被虚无感所袭。",1645.2
清らか,[きよらか],②,1646.1,"【形容动词/ナ形容词】
1.清澈，清洁，洁白，纯洁。
","清らかな山の空気を胸一杯に吸い込む。
深吸山里的新鲜空气。",1646.2
距離,[きょり],①,1647.1,"【名词】
1.距离。间隔。
2.（数）距离。
","北京から天津までの距離はどの位あるか。
从北京到天津距离有多远呢·",1647.2
嫌い1,[きらい],◎,1648.1,"【名·形容动词/ナ形容词】
1.嫌恶，厌恶，厌烦，讨厌。
【名词】
1.有点……，有……之嫌，有……的倾向。
2.差别，区别，区分。
","私は人前に出るのが嫌いだ。
我不爱在人前出头露面。",1648.2
嫌い2,[ぎらい],◎,1649.1,"【接头/接尾】
1.嫌恶，厌恶（的人）。(きらうこと。いやがること。)
","食わず嫌い
还没吃就讨厌了;有成见。",1649.2
嫌う,[きらう],◎,1650.1,"【他动词·五段/一类】
1.讨厌。
2.憎恶，不愿。
3.厌忌，忌避。
4.区别。
","彼女は皆に嫌われている。
谁都讨厌她。",1650.2
きらきら,[きらきら],①,1651.1,"【副词】
1.灿烂，烁烁；晃眼，耀眼，辉耀，闪耀，闪烁；闪烁，晃眼。
2.形容笑声。
","きらきらする宝石。
闪闪发光的宝石。",1651.2
霧,[きり],◎,1652.1,"【名词】
1.（大気の）雾。
2.（細かい水滴）喷雾。
","霧が出る。
起雾。下雾。",1652.2
義理,[ぎり],②,1653.1,"【名词】
1.情义，情面，情分，人情，正义，情理，礼节。
2.情理，道理，缘由。
3.亲戚关系。
",,
規律,[きりつ],◎,1654.1,"【名词】
1.纪律，规律；规章，规范，约定，法纪。秩序。集体生活中应遵守的规定。（社会生活·集団生活において人の行為の規準となるもの。また、そのようなものとしてのさだめ。おきて。のり。一定の秩序。きまり。『比較』“纪律”“规律”“规章”“秩序”：“纪律”は集団の利益を守り、正常な運営を保つために定めた決まり。“规律”は事物の間に内在する法則や長期間に養われた行動様式をさす。“规章”は成文化された規律。“秩序”は規則の守られた状態をいう。）
2.同：紀律
","規律を破る。
违反纪律。",1654.2
切り開く,[きりひらく],④或◎,1655.1,"【他动词·五段/一类】
1.凿开，开垦。
2.开辟，开创，开拓，创造。
3.杀开。
","森を切り開く。
（伐去树木）开垦林野。",1655.2
器量,[きりょう],①,1656.1,"【名词】
1.【比较】 ;“才能”和“才干”：“才能”是指在实践活动或思维活动方面（学问、艺术）的优秀的能力。“才干”多指统帅指挥、组织领导能力方面的执行能力。
2.“才能”と“才干”:“才能”は実践活動および思惟活動（学問·芸術）の優れた力。“才干”は統率指揮、組織指導などの実行力。
3.“姿色”是指女性的美貌。
4.“姿色”は女性の美しい容姿·容貌をいう。
","彼は人に将たるの器量がある。
他是个将才。",1656.2
気力,[きりょく],①或◎,1657.1,"【名词】
1.气力，精力；元气。魄力，勇气，毅力。（活動に堪え得る精神力。気根。また、元気。精力。）
","気力が衰える。
气力衰弱。",1657.2
切る,[きる],①,1658.1,"【他动词·五段/一类】
1.切，割，砍伤，割伤，切伤，刺伤。
2.中断，断绝。
3.甩去，除去。
4.中断。
5.限定，截止。
6.打破，突破。
7.冲开，冲破。
【自动词·五段/一类】
1.坚决，明确。
2.开始，在最前面。
3.转，拐。
4.削球，打曲球。
5.洗牌。
","つめを切る。
剪指甲。",1658.2
着る,[きる],◎,1659.1,"【他动词·一段/二类】
1.穿（衣服）。
2.承受，承接，承担。
","上着を着る。
穿上衣。",1659.2
綺麗,[きれい],①,1660.1,"【形容动词/ナ形容词】
1.美丽，漂亮，好看。
2.洁净，干净。
3.漂亮地（完成某事）。
4.完全，彻底，干干净净。
","花がきれいだ。
花很美丽。",1660.2
切れる,[きれる],②,1661.1,"【自动词·一段/二类】
1.砍伤；中断；坍塌；用尽；偏斜；腿脚麻痹；到期；不足；洗好牌；脑子好使；锋利；表示在某个限度前完成；表示超越某一限度。
","雲が切れる。
云彩开缝。",1661.2
記録,[きろく],◎,1662.1,"【名·他动词·サ变/三类】
1.记载，记录。（書きつけたもの。）
2.记录。（競技などの成績。）
3.抄写下来的文件。
4.竞赛等的最好成绩。
","昔はここが川だったという記録がある。
有记载说，过去这里是条河流。",1662.2
議論,[ぎろん],①,1663.1,"【名·他动词·サ变/三类】
1.议论，争辩。
","議論が百出する。
议论纷纷。",1663.2
際立つ,[きわだつ],③,1664.1,"【自动词·五段/一类】
1.显著，显眼，突出。
","青い空に白い尾根が際立って見える。
在蔚蓝色的天空下，雪白的山脊很显眼。",1664.2
禁煙,[きんえん],◎,1665.1,"【名词】
1.禁止吸烟。
【自动词·サ变/三类】
1.戒烟，忌烟。戒除吸烟恶习。
","車内禁煙。
车内禁止吸烟。",1665.2
金額,[きんがく],◎,1666.1,"【名词】
1.金额，款额，钱数。（金銭の額。金高。）
","金額が大きい。
金额很大。",1666.2
近眼1,[きんがん],◎,1667.1,"【名词】
1.近视，近视眼。（屈折異常のひとつで、眼球内に入ってきた平行光線が、調節力を働かせていない状態で、網膜上の正しい位置ではなく、もっと手前に焦点を結んでしまう状態。）
",,
近眼2,[ちかめ],②,1668.1,"【名词】
1.近视眼。（近視。近眼。）
2.浅见，没有远见。（浅い考え。軽率な判断。浅見。）
3.同：近眼
",,
緊急,[きんきゅう],◎,1669.1,"【名·形容动词/ナ形容词】
1.紧急，急迫。
","事は緊急を要する。
事情需要紧急处理。",1669.2
近況,[きんきょう],◎,1670.1,"【名词】
1.近况。（自分や自分のまわりの、近ごろの様子。）
","手紙で近況を知らせる。
写信告知近况。",1670.2
金庫,[きんこ],①,1671.1,"【名词】
1.金库，保险柜（金銀·宝物などを入れておく庫。かねぐら）。
",,
均衡,[きんこう],◎,1672.1,"【自动词·サ变/三类】
1.均衡，平衡，平均。
","収支の均衡を保つ。
维持收支平衡。",1672.2
近郊,[きんこう],◎,1673.1,"【名词】
1.近郊，郊区。（都市周辺の地域。）
2.『参考』都市を取りまく郊外全体を“郊区”といい，“郊区”はさらに“近郊”“中郊”“远郊”，または“西郊”“东郊”などに分かれる.
","東京の近郊に住む。
住在东京近郊。",1673.2
銀行,[ぎんこう],◎,1674.1,"【名词】
1.银行。
2.库；银行。
",,
禁止,[きんし],◎,1675.1,"【名·他动词·サ变/三类】
1.【他动·三类】 ;禁止，戒断。命令不准做某事。（してはいけないと命じること。）
","9時以後の外出を禁止する。
九点以后禁止外出。",1675.2
近所,[きんじょ],①,1676.1,"【名词】
1.近处，附近，左近；近邻，邻居，街坊，四邻；邻里。
","彼は駅の近所に住んでいる。
他住在车站附近。",1676.2
禁じる,[きんじる],◎或③,1677.1,"【他动词·一段/二类】
1.禁止，禁；控制。
",,
金属,[きんぞく],①,1678.1,"【名词】
1.金属，五金。
",,
近代,[きんだい],①,1679.1,"【名词】
1.近代。通常指社会体制的转变。每个国家的步入近代的时间不一样。（通常、「近代」は、ヨーロッパ列強の進出によって旧来の社会体制が転換された後の時代や、ヨーロッパ列強型の新国家が成立した後の時代と規定される。）
2.「近世」という語が広く定着しており、多くの場合、近代とはっきり区別される。近代这个词定义很广泛，在很多时候近代的时间点不能很清楚的区分。
3.］近代，最近的时代。（近頃の世。この頃。現代。）
",,
緊張,[きんちょう],◎,1680.1,"【自动词·サ变/三类】
1.精神、态度处于绷紧的状态。
2.争端即将发生的状态。
","緊張をゆるめる。
缓和紧张。",1680.2
均等,[きんとう],◎,1681.1,"【名·形容动词/ナ形容词】
1.均等，均匀，平均。
","利益を均等に配分する。
把利益平均分配。",1681.2
筋肉,[きんにく],①,1682.1,"【名词】
1.肌肉，筋肉。
",,
金箔,[きんぱく],◎,1683.1,"【名词】
1.金箔。（金を打って紙のように薄く延ばしたもの。）
2.包金、贴金。（うわべを飾りたてる。）
","金箔をかぶせる。
包金。",1683.2
緊迫,[きんぱく],◎,1684.1,"【名·自动词·サ变/三类】
1.紧迫，紧急，紧张，吃紧。
","情勢が非常に緊迫する。
局势很紧张。",1684.2
勤勉,[きんべん],◎,1685.1,"【名·形容动词/ナ形容词】
1.勤勉，勤劳。
","勤勉に働く。
勤奋地工作。",1685.2
緊密,[きんみつ],◎,1686.1,"【形容动词/ナ形容词】
1.紧密，密切。
","本社と緊密な連絡をとる。
和总公司取得密切联系。",1686.2
勤務,[きんむ],①,1687.1,"【名·自动词·サ变/三类】
1.就职，工作，职务。
","夜間勤務。
夜班。",1687.2
禁物,[きんもつ],◎,1688.1,"【名词】
1.切忌。
2.严禁，忌讳。
","ここでは喫煙は禁物だ。
这里严禁吸烟。",1688.2
金融,[きんゆう],◎,1689.1,"【名词】
1.金融，通融资金，信贷。（金銭の融通。）
","金融が逼迫する。
银根奇紧。",1689.2
具合1,[ぐあい],◎,1690.1,"【名词】
1.情况，状态，情形；健康情况；状态；方便，合适；方法，样子。
","ミシンの具合が悪くなった。
缝纫机不好使了。",1690.2
食い込む,[くいこむ],◎,1691.1,"【自动词·五段/一类】
1.深入，陷入。（物の中へ深く入り込む。）
2.侵入，侵犯；挤进。（他の領分にまで入り込む。侵入する。）
3.亏本；赔钱，损。（支出が所持金や元手を上回る。）
","虫が食い込んで木を台なしにした。
虫子吃到里边，把树糟蹋了。",1691.2
食い違う,[くいちがう],④或◎,1692.1,"【自动词·五段/一类】
1.不一致，有分歧，有所不同，发生龃龉，事情没有很好地协调一致。
2.交错，错位。
","意見が食い違う。
意见不一致。",1692.2
食い付く,[くいつく],③,1693.1,"【自动词·五段/一类】
1.咬住;抓住不放;上勾;起劲;热衷
",,
悔いる,[くいる],②,1694.1,"【他动词·一段/二类】
1.懊悔，后悔。
","学生時代の不勉強を悔いる。
真后悔学生时代没好好学习。",1694.2
食う,[くう],①,1695.1,"【他动词·五段/一类】
1.吃。
2.花费。
3.打败，取胜。
4.叮咬。
5.蒙受。
6.年岁增长。
7.生活。
8.受骗。
","肉を食う。
吃肉。",1695.2
空間1,[くうかん],◎,1696.1,"【名词】
1.空间。（ものがなく、空いているところ。）
2.空隙，空的地方，空子。（上下、四方の広がり。）
","空間を埋める。
填补空间。",1696.2
空気,[くうき],①,1697.1,"【名词】
1.空气；气氛。
",,
空虚,[くうきょ],①,1698.1,"【名·形容动词/ナ形容词】
1.空的。（から。）
2.空虚，没有内容，没有价值。（むなしいこと。）
","時時空虚な気持に襲われる。
时而感到空虚。",1698.2
空襲,[くうしゅう],◎,1699.1,"【名词】
1.【他动·三类】 ;空袭。（航空機で地上目標を襲撃すること。）
","空襲警報。
空袭警报。",1699.2
空席,[くうせき],◎,1700.1,"【名词】
1.空位，空座。（あいている座席。）
2.空缺，缺额。（欠員。）
","バスが込んで空席がない。
公共汽车里乘客拥挤没有空座位。",1700.2
偶然,[ぐうぜん],◎,1701.1,"【名·副·形容动词/ナ形容词】
1.偶然，偶然性。
2.偶然。
","偶然知り合った。
偶然相识。",1701.2
